Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Frequently,313,Research & Development,21,Bachelor,Medical,1,525,Highly Satisfied,Male,61,Involved,1,Laboratory Technician,Highly-Satisfied,Married,2258,15238,7,Y,No,20,Highly-Satisfied,Low,80,1,8,1,Good,3,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,Master,Other,1,526,Satisfied,Female,74,Involved,2,Healthcare Representative,Satisfied,Divorced,4522,2227,4,Y,Yes,14,Satisfied,Highly-Satisfied,80,0,8,3,Good,5,2,0,2
25,No,Travel_Rarely,891,Sales,4,College,Life Sciences,1,527,Medium,Female,99,Medium,2,Sales Executive,Highly-Satisfied,Single,4487,12090,1,Y,Yes,11,Satisfied,Medium,80,0,5,3,Good,5,4,1,3
37,No,Non-Travel,1063,Research & Development,25,Doctor,Medical,1,529,Medium,Female,72,Involved,2,Research Scientist,Satisfied,Married,4449,23866,3,Y,Yes,15,Satisfied,Low,80,2,15,2,Good,13,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,College,Life Sciences,1,530,Highly Satisfied,Male,98,Medium,1,Laboratory Technician,Low,Married,2218,16193,1,Y,No,12,Satisfied,Satisfied,80,1,4,3,Good,4,2,3,2
39,No,Travel_Frequently,1218,Research & Development,1,Below College,Life Sciences,1,531,Medium,Male,52,Involved,5,Manager,Satisfied,Divorced,19197,8213,1,Y,Yes,14,Satisfied,Satisfied,80,1,21,3,Good,21,8,1,6
56,No,Travel_Frequently,906,Sales,6,Bachelor,Life Sciences,1,532,Satisfied,Female,86,Highly-Involved,4,Sales Executive,Low,Married,13212,18256,9,Y,No,11,Satisfied,Highly-Satisfied,80,3,36,0,Mid,7,7,7,7
30,No,Travel_Rarely,1082,Sales,12,Bachelor,Technical Degree,1,533,Medium,Female,83,Involved,2,Sales Executive,Satisfied,Single,6577,19558,0,Y,No,11,Satisfied,Medium,80,0,6,6,Good,5,4,4,4
41,No,Travel_Rarely,645,Sales,1,Bachelor,Marketing,1,534,Medium,Male,49,Highly-Involved,3,Sales Executive,Low,Married,8392,19566,1,Y,No,16,Satisfied,Satisfied,80,1,10,2,Good,10,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,College,Medical,1,536,Satisfied,Male,79,Involved,2,Laboratory Technician,Low,Divorced,4558,13535,1,Y,No,12,Satisfied,Highly-Satisfied,80,1,10,2,Good,10,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,Bachelor,Medical,1,538,Low,Male,91,Involved,1,Laboratory Technician,Low,Married,4031,9396,5,Y,No,13,Satisfied,Satisfied,80,1,6,5,Good,2,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,Bachelor,Medical,1,543,Highly Satisfied,Male,39,Medium,3,Manufacturing Director,Satisfied,Married,7969,19609,2,Y,Yes,14,Satisfied,Satisfied,80,0,28,4,Good,5,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,College,Life Sciences,1,544,Low,Male,69,Involved,1,Research Scientist,Highly-Satisfied,Married,2654,9655,3,Y,No,21,Highly-Satisfied,Highly-Satisfied,80,2,8,3,Mid,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,College,Life Sciences,1,546,Highly Satisfied,Female,30,Involved,4,Manager,Highly-Satisfied,Married,16555,10310,2,Y,No,13,Satisfied,Highly-Satisfied,80,0,31,2,Low,5,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,College,Life Sciences,1,547,Low,Female,92,Involved,2,Research Scientist,Satisfied,Divorced,4556,12932,2,Y,No,11,Satisfied,Medium,80,1,19,3,Good,5,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,Bachelor,Life Sciences,1,548,Satisfied,Female,43,Low,2,Manufacturing Director,Highly-Satisfied,Single,6091,24793,2,Y,No,20,Highly-Satisfied,Satisfied,80,0,11,2,Good,5,4,0,2
60,No,Travel_Rarely,422,Research & Development,7,Bachelor,Life Sciences,1,549,Low,Female,41,Involved,5,Manager,Low,Married,19566,3854,5,Y,No,11,Satisfied,Highly-Satisfied,80,0,33,5,Low,29,8,11,10
46,No,Travel_Rarely,1485,Research & Development,18,Bachelor,Medical,1,550,Satisfied,Female,87,Involved,2,Manufacturing Director,Satisfied,Divorced,4810,26314,2,Y,No,14,Satisfied,Satisfied,80,1,19,5,Mid,10,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,Master,Technical Degree,1,551,Highly Satisfied,Female,88,Medium,2,Healthcare Representative,Highly-Satisfied,Married,4523,4386,0,Y,No,11,Satisfied,Highly-Satisfied,80,3,7,4,Very-Good,6,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,1,554,Low,Female,62,Involved,1,Sales Representative,Mid,Single,3202,21972,1,Y,Yes,16,Satisfied,Medium,80,0,6,4,Good,5,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,College,Marketing,1,555,Highly Satisfied,Female,33,Low,1,Sales Representative,Satisfied,Divorced,2351,12253,0,Y,No,16,Satisfied,Highly-Satisfied,80,1,3,3,Mid,2,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,College,Life Sciences,1,556,Highly Satisfied,Male,42,Involved,1,Laboratory Technician,Highly-Satisfied,Married,1702,12106,1,Y,Yes,23,Highly-Satisfied,Satisfied,80,1,1,3,Good,1,0,0,0
40,No,Travel_Rarely,1398,Sales,2,Master,Life Sciences,1,558,Satisfied,Female,79,Involved,5,Manager,Satisfied,Married,18041,13022,0,Y,No,14,Satisfied,Highly-Satisfied,80,0,21,2,Good,20,15,1,12
26,No,Travel_Rarely,1349,Research & Development,23,Bachelor,Life Sciences,1,560,Low,Female,90,Involved,1,Research Scientist,Highly-Satisfied,Divorced,2886,3032,1,Y,No,22,Highly-Satisfied,Medium,80,2,3,3,Low,3,2,0,2
30,No,Non-Travel,1400,Research & Development,3,Bachelor,Life Sciences,1,562,Satisfied,Male,53,Involved,1,Laboratory Technician,Highly-Satisfied,Married,2097,16734,4,Y,No,15,Satisfied,Satisfied,80,1,9,3,Low,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,Master,Medical,1,564,Medium,Male,93,Medium,3,Research Director,Satisfied,Married,11935,21526,1,Y,No,18,Satisfied,Satisfied,80,0,10,2,Good,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,Doctor,Technical Degree,1,565,Satisfied,Female,71,Medium,1,Research Scientist,Mid,Married,2546,18300,5,Y,No,16,Satisfied,Medium,80,0,6,2,Very-Good,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,College,Technical Degree,1,566,Low,Male,52,Medium,1,Human Resources,Highly-Satisfied,Single,2564,18437,1,Y,No,12,Satisfied,Satisfied,80,0,1,3,Very-Good,1,0,0,0
30,No,Non-Travel,1398,Sales,22,Master,Other,1,567,Satisfied,Female,69,Involved,3,Sales Executive,Low,Married,8412,2890,0,Y,No,11,Satisfied,Satisfied,80,0,10,3,Good,9,8,7,8
57,No,Travel_Rarely,210,Sales,29,Bachelor,Marketing,1,568,Low,Male,56,Medium,4,Manager,Highly-Satisfied,Divorced,14118,22102,3,Y,No,12,Satisfied,Satisfied,80,1,32,3,Mid,1,0,0,0
50,No,Travel_Rarely,1099,Research & Development,29,Master,Life Sciences,1,569,Medium,Male,88,Medium,4,Manager,Satisfied,Married,17046,9314,0,Y,No,15,Satisfied,Medium,80,1,28,2,Good,27,10,15,7
30,No,Non-Travel,1116,Research & Development,2,Bachelor,Medical,1,571,Satisfied,Female,49,Involved,1,Laboratory Technician,Highly-Satisfied,Single,2564,7181,0,Y,No,14,Satisfied,Satisfied,80,0,12,2,Mid,11,7,6,7
60,No,Travel_Frequently,1499,Sales,28,Bachelor,Marketing,1,573,Satisfied,Female,80,Medium,3,Sales Executive,Low,Married,10266,2845,4,Y,No,19,Satisfied,Highly-Satisfied,80,0,22,5,Very-Good,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,College,Medical,1,574,Low,Female,65,Involved,2,Manufacturing Director,Highly-Satisfied,Divorced,5070,7389,5,Y,No,13,Satisfied,Satisfied,80,3,20,2,Good,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,Bachelor,Life Sciences,1,575,Low,Male,51,Involved,4,Research Director,Satisfied,Married,17861,2288,6,Y,No,13,Satisfied,Satisfied,80,0,26,2,Low,3,2,0,1
35,No,Travel_Rarely,144,Research & Development,22,Bachelor,Life Sciences,1,577,Highly Satisfied,Male,46,Low,1,Laboratory Technician,Satisfied,Single,4230,19225,0,Y,No,15,Satisfied,Satisfied,80,0,6,2,Good,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,Master,Life Sciences,1,578,Satisfied,Female,42,Involved,2,Laboratory Technician,Satisfied,Single,3780,23428,7,Y,No,11,Satisfied,Satisfied,80,0,19,3,Good,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,Master,Life Sciences,1,579,Highly Satisfied,Male,62,Medium,1,Research Scientist,Satisfied,Divorced,2768,8416,3,Y,No,12,Satisfied,Satisfied,80,1,14,3,Good,7,3,5,7
46,No,Travel_Rarely,1125,Sales,10,Bachelor,Marketing,1,580,Satisfied,Female,94,Medium,3,Sales Executive,Highly-Satisfied,Married,9071,11563,2,Y,Yes,19,Satisfied,Satisfied,80,1,15,3,Good,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,Below College,Life Sciences,1,581,Satisfied,Male,33,Involved,3,Manufacturing Director,Mid,Divorced,10648,14394,1,Y,No,25,Highly-Satisfied,Highly-Satisfied,80,1,13,6,Very-Good,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,Below College,Medical,1,582,Medium,Male,56,Involved,3,Manager,Satisfied,Married,13610,24619,7,Y,Yes,12,Satisfied,Highly-Satisfied,80,0,15,2,Very-Good,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,Below College,Medical,1,584,Low,Male,38,Low,1,Laboratory Technician,Highly-Satisfied,Divorced,3408,6705,7,Y,No,13,Satisfied,Low,80,3,8,2,Good,4,3,1,3
30,No,Travel_Rarely,413,Sales,7,Below College,Marketing,1,585,Highly Satisfied,Male,57,Involved,1,Sales Representative,Mid,Single,2983,18398,0,Y,No,14,Satisfied,Low,80,0,4,3,Good,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,Bachelor,Life Sciences,1,586,Highly Satisfied,Male,72,Involved,3,Healthcare Representative,Satisfied,Married,7632,14295,4,Y,Yes,12,Satisfied,Satisfied,80,0,10,2,Good,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,Bachelor,Life Sciences,1,587,Low,Male,66,Involved,3,Healthcare Representative,Satisfied,Married,9824,22908,3,Y,No,12,Satisfied,Low,80,0,12,2,Good,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,Bachelor,Human Resources,1,590,Medium,Female,43,Involved,3,Human Resources,Low,Divorced,9950,11533,9,Y,Yes,15,Satisfied,Satisfied,80,3,11,2,Good,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,College,Other,1,591,Medium,Male,97,Involved,1,Laboratory Technician,Satisfied,Married,2093,9260,4,Y,No,17,Satisfied,Highly-Satisfied,80,1,8,4,Good,2,2,2,0
36,No,Non-Travel,635,Sales,10,Master,Medical,1,592,Medium,Male,32,Involved,3,Sales Executive,Highly-Satisfied,Single,9980,15318,1,Y,No,14,Satisfied,Highly-Satisfied,80,0,10,3,Mid,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,Below College,Technical Degree,1,593,Satisfied,Male,99,Medium,1,Laboratory Technician,Satisfied,Single,3894,9129,5,Y,No,16,Satisfied,Satisfied,80,0,4,3,Good,2,2,1,2
48,No,Travel_Rarely,163,Sales,2,Doctor,Marketing,1,595,Medium,Female,37,Involved,2,Sales Executive,Highly-Satisfied,Married,4051,19658,2,Y,No,14,Satisfied,Low,80,1,14,2,Good,9,7,6,7
55,No,Travel_Rarely,1117,Sales,18,Doctor,Life Sciences,1,597,Low,Female,83,Involved,4,Manager,Mid,Single,16835,9873,3,Y,No,23,Highly-Satisfied,Highly-Satisfied,80,0,37,2,Good,10,9,7,7
41,No,Non-Travel,267,Sales,10,College,Life Sciences,1,599,Highly Satisfied,Male,56,Involved,2,Sales Executive,Highly-Satisfied,Single,6230,13430,7,Y,No,14,Satisfied,Highly-Satisfied,80,0,16,3,Good,14,3,1,10
35,No,Travel_Rarely,619,Sales,1,Bachelor,Marketing,1,600,Medium,Male,85,Involved,2,Sales Executive,Satisfied,Married,4717,18659,9,Y,No,11,Satisfied,Satisfied,80,0,15,2,Good,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,Bachelor,Life Sciences,1,601,Medium,Female,75,Involved,4,Manufacturing Director,Satisfied,Single,13237,20364,7,Y,No,15,Satisfied,Satisfied,80,0,22,3,Good,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,Below College,Life Sciences,1,602,Satisfied,Female,48,Involved,1,Laboratory Technician,Satisfied,Married,3755,17872,1,Y,No,11,Satisfied,Low,80,1,8,3,Good,8,3,0,7
31,No,Travel_Rarely,828,Sales,2,Below College,Life Sciences,1,604,Medium,Male,77,Involved,2,Sales Executive,Highly-Satisfied,Single,6582,8346,4,Y,Yes,13,Satisfied,Satisfied,80,0,10,2,Very-Good,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,Bachelor,Medical,1,605,Highly Satisfied,Male,56,Involved,3,Manufacturing Director,Low,Married,7406,6950,1,Y,Yes,21,Highly-Satisfied,Highly-Satisfied,80,1,10,5,Mid,10,9,5,8
45,No,Travel_Rarely,561,Sales,2,Bachelor,Other,1,606,Highly Satisfied,Male,61,Involved,2,Sales Executive,Mid,Married,4805,16177,0,Y,No,19,Satisfied,Medium,80,1,9,3,Very-Good,8,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,17,Master,Life Sciences,1,608,Medium,Female,58,Involved,1,Human Resources,Satisfied,Divorced,2741,22808,0,Y,Yes,11,Satisfied,Medium,80,1,8,2,Mid,7,7,1,0
29,No,Travel_Rarely,232,Research & Development,19,Bachelor,Technical Degree,1,611,Highly Satisfied,Male,34,Involved,2,Manufacturing Director,Highly-Satisfied,Divorced,4262,22645,4,Y,No,12,Satisfied,Medium,80,2,8,2,Very-Good,3,2,1,2
33,No,Travel_Rarely,922,Research & Development,1,Doctor,Medical,1,612,Low,Female,95,Highly-Involved,4,Research Director,Satisfied,Divorced,16184,22578,4,Y,No,19,Satisfied,Satisfied,80,1,10,2,Good,6,1,0,5
31,No,Travel_Rarely,688,Sales,7,Bachelor,Life Sciences,1,613,Satisfied,Male,44,Medium,3,Manager,Highly-Satisfied,Divorced,11557,25291,9,Y,No,21,Highly-Satisfied,Satisfied,80,1,10,3,Mid,5,4,0,1
18,Yes,Travel_Frequently,1306,Sales,5,Bachelor,Marketing,1,614,Medium,Male,69,Involved,1,Sales Representative,Mid,Single,1878,8059,1,Y,Yes,14,Satisfied,Highly-Satisfied,80,0,0,3,Good,0,0,0,0
40,No,Non-Travel,1094,Sales,28,Bachelor,Other,1,615,Satisfied,Male,58,Low,3,Sales Executive,Low,Divorced,10932,11373,3,Y,No,15,Satisfied,Satisfied,80,1,20,2,Good,1,0,0,1
41,No,Non-Travel,509,Research & Development,2,Master,Other,1,616,Low,Female,62,Medium,2,Healthcare Representative,Satisfied,Single,6811,2112,2,Y,Yes,17,Satisfied,Low,80,0,10,3,Good,8,7,0,7
26,No,Travel_Rarely,775,Sales,29,College,Medical,1,618,Low,Male,45,Involved,2,Sales Executive,Satisfied,Divorced,4306,4267,5,Y,No,12,Satisfied,Low,80,2,8,5,Good,0,0,0,0
35,No,Travel_Rarely,195,Sales,1,Bachelor,Medical,1,620,Low,Female,80,Involved,2,Sales Executive,Satisfied,Single,4859,6698,1,Y,No,16,Satisfied,Highly-Satisfied,80,0,5,3,Good,5,4,0,3
34,No,Travel_Rarely,258,Sales,21,Master,Life Sciences,1,621,Highly Satisfied,Male,74,Highly-Involved,2,Sales Executive,Highly-Satisfied,Single,5337,19921,1,Y,No,12,Satisfied,Highly-Satisfied,80,0,10,3,Good,10,7,5,7
26,Yes,Travel_Rarely,471,Research & Development,24,Bachelor,Technical Degree,1,622,Satisfied,Male,66,Low,1,Laboratory Technician,Highly-Satisfied,Single,2340,23213,1,Y,Yes,18,Satisfied,Medium,80,0,1,3,Low,1,0,0,0
37,No,Travel_Rarely,799,Research & Development,1,Bachelor,Technical Degree,1,623,Medium,Female,59,Involved,3,Manufacturing Director,Highly-Satisfied,Single,7491,23848,4,Y,No,17,Satisfied,Highly-Satisfied,80,0,12,3,Very-Good,6,5,1,2
46,No,Travel_Frequently,1034,Research & Development,18,Below College,Medical,1,624,Low,Female,86,Involved,3,Healthcare Representative,Satisfied,Married,10527,8984,5,Y,No,11,Satisfied,Highly-Satisfied,80,0,28,3,Mid,2,2,1,2
41,No,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,1,625,Medium,Female,91,Involved,4,Manager,Low,Married,16595,5626,7,Y,No,16,Satisfied,Medium,80,1,22,2,Good,18,16,11,8
37,No,Non-Travel,142,Sales,9,Master,Medical,1,626,Low,Male,69,Involved,3,Sales Executive,Mid,Divorced,8834,24666,1,Y,No,13,Satisfied,Highly-Satisfied,80,1,9,6,Good,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,6,College,Technical Degree,1,630,Highly Satisfied,Male,78,Involved,2,Research Scientist,Low,Divorced,5577,22087,3,Y,Yes,12,Satisfied,Medium,80,2,18,3,Good,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,Master,Other,1,631,Highly Satisfied,Male,60,Highly-Involved,2,Sales Executive,Satisfied,Married,4707,23914,8,Y,No,12,Satisfied,Highly-Satisfied,80,0,6,2,Good,4,2,1,2
24,No,Travel_Frequently,535,Sales,24,Bachelor,Medical,1,632,Highly Satisfied,Male,38,Involved,1,Sales Representative,Highly-Satisfied,Married,2400,5530,0,Y,No,13,Satisfied,Satisfied,80,2,3,3,Good,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,Bachelor,Medical,1,634,Satisfied,Female,76,Involved,2,Healthcare Representative,Satisfied,Married,9824,22174,3,Y,No,19,Satisfied,Satisfied,80,1,18,4,Good,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,1,Master,Life Sciences,1,635,Medium,Female,65,Involved,2,Manufacturing Director,Mid,Married,6447,15701,6,Y,No,12,Satisfied,Medium,80,1,8,2,Mid,6,5,4,3
49,No,Travel_Rarely,1245,Research & Development,18,Master,Life Sciences,1,638,Highly Satisfied,Male,58,Medium,5,Research Director,Satisfied,Divorced,19502,2125,1,Y,Yes,17,Satisfied,Satisfied,80,1,31,5,Good,31,9,0,9
24,No,Travel_Rarely,691,Research & Development,23,Bachelor,Medical,1,639,Medium,Male,89,Highly-Involved,1,Research Scientist,Highly-Satisfied,Married,2725,21630,1,Y,Yes,11,Satisfied,Medium,80,2,6,3,Good,6,5,1,4
26,No,Travel_Rarely,703,Sales,28,College,Marketing,1,641,Low,Male,66,Involved,2,Sales Executive,Mid,Married,6272,7428,1,Y,No,20,Highly-Satisfied,Highly-Satisfied,80,2,6,5,Very-Good,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,17,College,Other,1,643,Highly Satisfied,Male,94,Medium,1,Laboratory Technician,Mid,Married,2127,9100,1,Y,No,21,Highly-Satisfied,Highly-Satisfied,80,1,1,2,Good,1,0,0,0
50,No,Travel_Frequently,1246,Human Resources,3,Bachelor,Medical,1,644,Low,Male,99,Involved,5,Manager,Mid,Married,18200,7999,1,Y,No,11,Satisfied,Satisfied,80,1,32,2,Good,32,5,10,7
25,No,Travel_Rarely,622,Sales,13,Below College,Medical,1,645,Medium,Male,40,Involved,1,Sales Representative,Satisfied,Married,2096,26376,1,Y,No,11,Satisfied,Satisfied,80,0,7,1,Good,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,Bachelor,Life Sciences,1,647,Low,Female,55,Involved,1,Laboratory Technician,Satisfied,Married,2886,14168,1,Y,Yes,16,Satisfied,Highly-Satisfied,80,1,6,4,Good,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,12,Master,Life Sciences,1,648,Medium,Male,74,Medium,1,Sales Representative,Low,Married,2033,14470,1,Y,No,18,Satisfied,Satisfied,80,1,1,2,Very-Good,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,1,College,Life Sciences,1,649,Medium,Male,83,Medium,1,Research Scientist,Highly-Satisfied,Married,3622,22794,1,Y,Yes,13,Satisfied,Highly-Satisfied,80,1,6,3,Good,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,13,Master,Medical,1,650,Medium,Male,46,Involved,2,Sales Executive,Low,Divorced,4233,11512,2,Y,No,17,Satisfied,Satisfied,80,0,9,2,Low,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,25,College,Other,1,652,Low,Male,54,Medium,2,Laboratory Technician,Highly-Satisfied,Single,3681,14004,4,Y,No,14,Satisfied,Highly-Satisfied,80,0,9,3,Good,3,2,0,2
31,No,Travel_Rarely,525,Sales,6,Master,Medical,1,653,Low,Male,66,Highly-Involved,2,Sales Executive,Highly-Satisfied,Divorced,5460,6219,4,Y,No,22,Highly-Satisfied,Highly-Satisfied,80,2,13,4,Very-Good,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,6,Master,Medical,1,655,Low,Female,66,Medium,1,Research Scientist,Satisfied,Divorced,2187,5013,0,Y,No,12,Satisfied,Satisfied,80,2,6,5,Mid,5,3,0,3
37,No,Travel_Rarely,558,Sales,2,Bachelor,Marketing,1,656,Highly Satisfied,Male,75,Involved,2,Sales Executive,Satisfied,Married,9602,3010,4,Y,Yes,11,Satisfied,Satisfied,80,1,17,3,Mid,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,1,Bachelor,Life Sciences,1,657,Highly Satisfied,Female,83,Medium,1,Research Scientist,Mid,Single,2836,11757,1,Y,No,13,Satisfied,Highly-Satisfied,80,0,1,0,Very-Good,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,Master,Life Sciences,1,659,Satisfied,Female,81,Involved,2,Healthcare Representative,Highly-Satisfied,Married,4089,5718,1,Y,No,13,Satisfied,Medium,80,2,10,4,Good,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,6,Master,Other,1,661,Medium,Male,50,Medium,4,Research Director,Highly-Satisfied,Divorced,16627,2671,4,Y,Yes,14,Satisfied,Satisfied,80,1,21,3,Mid,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,1,Below College,Life Sciences,1,662,Satisfied,Female,43,Involved,1,Research Scientist,Low,Single,2619,14561,3,Y,No,17,Satisfied,Highly-Satisfied,80,0,8,3,Mid,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,Doctor,Medical,1,663,Highly Satisfied,Male,72,Involved,2,Laboratory Technician,Satisfied,Divorced,5679,19627,3,Y,Yes,13,Satisfied,Medium,80,1,10,3,Good,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,1,Master,Life Sciences,1,664,Highly Satisfied,Female,40,Medium,4,Manager,Low,Married,15402,17997,7,Y,No,11,Satisfied,Low,80,1,21,3,Low,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,1,665,Low,Female,50,Medium,2,Human Resources,Satisfied,Single,5985,26894,4,Y,No,11,Satisfied,Medium,80,0,10,1,Very-Good,2,2,0,2
34,No,Travel_Rarely,204,Sales,14,Bachelor,Technical Degree,1,666,Satisfied,Female,31,Involved,1,Sales Representative,Satisfied,Divorced,2579,2912,1,Y,Yes,18,Satisfied,Highly-Satisfied,80,2,8,3,Good,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,2,Below College,Marketing,1,667,Satisfied,Male,85,Involved,1,Sales Representative,Low,Divorced,3041,16346,0,Y,No,11,Satisfied,Medium,80,1,5,3,Good,4,3,0,2
21,No,Travel_Rarely,1343,Sales,22,Below College,Technical Degree,1,669,Satisfied,Male,49,Involved,1,Sales Representative,Satisfied,Single,3447,24444,1,Y,No,11,Satisfied,Satisfied,80,0,3,2,Good,3,2,1,2
44,No,Travel_Rarely,1315,Research & Development,3,Master,Other,1,671,Highly Satisfied,Male,35,Involved,5,Manager,Highly-Satisfied,Married,19513,9358,4,Y,Yes,12,Satisfied,Low,80,1,26,2,Very-Good,2,2,0,1
22,No,Travel_Rarely,604,Research & Development,6,Below College,Medical,1,675,Low,Male,69,Involved,1,Research Scientist,Satisfied,Married,2773,12145,0,Y,No,20,Highly-Satisfied,Highly-Satisfied,80,0,3,3,Good,2,2,2,2
33,No,Travel_Rarely,1216,Sales,8,Master,Marketing,1,677,Satisfied,Male,39,Involved,2,Sales Executive,Satisfied,Divorced,7104,20431,0,Y,No,12,Satisfied,Highly-Satisfied,80,0,6,3,Good,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,9,Master,Life Sciences,1,679,Low,Female,92,Involved,2,Research Scientist,Highly-Satisfied,Married,6322,18089,1,Y,Yes,12,Satisfied,Highly-Satisfied,80,1,6,2,Mid,6,4,0,5
30,No,Travel_Frequently,160,Research & Development,3,Bachelor,Medical,1,680,Satisfied,Female,71,Involved,1,Research Scientist,Satisfied,Divorced,2083,22653,1,Y,No,20,Highly-Satisfied,Satisfied,80,1,1,2,Good,1,0,0,0
53,No,Travel_Rarely,238,Sales,1,Below College,Medical,1,682,Highly Satisfied,Female,34,Involved,2,Sales Executive,Low,Single,8381,7507,7,Y,No,20,Highly-Satisfied,Highly-Satisfied,80,0,18,2,Very-Good,14,7,8,10
34,No,Travel_Rarely,1397,Research & Development,1,Doctor,Life Sciences,1,683,Medium,Male,42,Involved,1,Research Scientist,Highly-Satisfied,Married,2691,7660,1,Y,No,12,Satisfied,Highly-Satisfied,80,1,10,4,Mid,10,9,8,8
45,Yes,Travel_Frequently,306,Sales,26,Master,Life Sciences,1,684,Low,Female,100,Involved,2,Sales Executive,Low,Married,4286,5630,2,Y,No,14,Satisfied,Highly-Satisfied,80,2,5,4,Good,1,1,0,0
26,No,Travel_Rarely,991,Research & Development,6,Bachelor,Life Sciences,1,686,Satisfied,Female,71,Involved,1,Laboratory Technician,Highly-Satisfied,Married,2659,17759,1,Y,Yes,13,Satisfied,Satisfied,80,1,3,2,Good,3,2,0,2
37,No,Travel_Rarely,482,Research & Development,3,Bachelor,Other,1,689,Satisfied,Male,36,Involved,3,Manufacturing Director,Satisfied,Married,9434,9606,1,Y,No,15,Satisfied,Satisfied,80,1,10,2,Good,10,7,7,8
29,No,Travel_Rarely,1176,Sales,3,College,Medical,1,690,Medium,Female,62,Involved,2,Sales Executive,Satisfied,Married,5561,3487,1,Y,No,14,Satisfied,Low,80,1,6,5,Mid,6,0,1,2
35,No,Travel_Rarely,1017,Research & Development,6,Master,Life Sciences,1,691,Medium,Male,82,Low,2,Research Scientist,Highly-Satisfied,Single,6646,19368,1,Y,No,13,Satisfied,Medium,80,0,17,3,Good,17,11,11,8
33,No,Travel_Frequently,1296,Research & Development,6,Bachelor,Life Sciences,1,692,Satisfied,Male,30,Involved,2,Healthcare Representative,Highly-Satisfied,Divorced,7725,5335,3,Y,No,23,Highly-Satisfied,Satisfied,80,1,15,2,Low,13,11,4,7
